iter	Logloss
0	0.6507124931
1	0.6100077493
2	0.5717334723
3	0.5357851563
4	0.5054653618
5	0.4750055622
6	0.4447699117
7	0.4179900331
8	0.3920669669
9	0.3684502181
10	0.3440271526
11	0.3229084829
12	0.3019975761
13	0.2833548293
14	0.2647229685
15	0.2502525782
16	0.236236734
17	0.2209254959
18	0.2077707478
19	0.1944965014
20	0.1830758351
21	0.1728810174
22	0.1620587713
23	0.1522980971
24	0.1431574329
25	0.1356984768
26	0.1281038831
27	0.1206553324
28	0.1142927718
29	0.1067298401
30	0.1017867091
31	0.09645444066
32	0.09117381938
33	0.08663472017
34	0.08286058867
35	0.07828381978
36	0.07416864315
37	0.07075098608
38	0.06695797931
39	0.06357915307
40	0.06049811596
41	0.05790434389
42	0.05505142747
43	0.05239141092
44	0.04993643461
45	0.0474423061
46	0.04525766032
47	0.04348568468
48	0.04180983008
49	0.04016524491
50	0.03839693842
51	0.03681703799
52	0.0351847936
53	0.0334744339
54	0.03183742119
55	0.03046961573
56	0.02948269033
57	0.02812147321
58	0.0271209907
59	0.02604933043
60	0.02510467592
61	0.02398949257
62	0.02303776046
63	0.02209106979
64	0.02105367191
65	0.02029992807
66	0.01959175986
67	0.01882356215
68	0.01807719605
69	0.01751681323
70	0.01696268687
71	0.01647886102
72	0.01585765023
73	0.01535787237
74	0.01481369435
75	0.0143543085
76	0.01384407128
77	0.01335913683
78	0.01289736618
79	0.01251621671
80	0.01209654132
81	0.01170176809
82	0.01143774202
83	0.01112478691
84	0.01083705505
85	0.01049699686
86	0.0104930886
87	0.01023183808
88	0.009925231585
89	0.009922295421
90	0.009690685591
91	0.009420232699
92	0.009140624204
93	0.00893938881
94	0.008935747538
95	0.008704615756
96	0.008701372537
97	0.008522195101
98	0.008518707461
99	0.008515876515
100	0.008333447568
101	0.008147880052
102	0.008144751142
103	0.008142369003
104	0.008139833065
105	0.008135860142
106	0.007913311727
107	0.007909982899
108	0.007907286386
109	0.007727609766
110	0.007724768182
111	0.007721924593
112	0.007719008181
113	0.007716401152
114	0.007713862333
115	0.007711619639
116	0.007709034323
117	0.007707018524
118	0.007704254011
119	0.0077018357
120	0.007699904895
121	0.007551130791
122	0.00754940621
123	0.00754660632
124	0.007352961429
125	0.007352503049
126	0.007350743915
127	0.007347452311
128	0.007347508974
129	0.007347447749
130	0.007164882453
131	0.007163074903
132	0.007162638946
133	0.007159050423
134	0.007157889616
135	0.007156230364
136	0.007154875609
137	0.007154244536
138	0.007151952058
139	0.007150037183
140	0.007150055911
141	0.006949510411
142	0.006949519055
143	0.006949490243
144	0.006771112011
145	0.006655051753
146	0.006655064478
147	0.006495148158
148	0.006495160006
149	0.006344525243
150	0.00634444505
151	0.00634320189
152	0.006341556166
153	0.006339662263
154	0.00633964602
155	0.00633927658
156	0.006216343499
157	0.006216361987
158	0.006216169427
159	0.006216197279
160	0.006216142379
161	0.006216178874
162	0.006216164948
163	0.006212708282
164	0.006212683551
165	0.00621270468
166	0.006210097839
167	0.006209554882
168	0.006209516706
169	0.006209466765
170	0.006206801183
171	0.00620679302
172	0.00620676997
173	0.006206781015
174	0.006206780535
175	0.006058767633
176	0.006057636568
177	0.006056812455
178	0.006056812455
179	0.006054994894
180	0.006055004978
181	0.0060519213
182	0.006051285508
183	0.006048783673
184	0.006048774309
185	0.006048745737
186	0.006048700097
187	0.006047286216
188	0.006044720756
189	0.006044471606
190	0.006043356095
191	0.006043282145
192	0.006043102781
193	0.006043095578
194	0.005916493881
195	0.005772359038
196	0.00577236528
197	0.005771337489
198	0.005771353816
199	0.00577131684
200	0.005769026293
201	0.005769012848
202	0.005769028694
203	0.005768997961
204	0.005768206991
205	0.005768196187
206	0.005664133274
207	0.005664099179
208	0.005664122469
